level,category_id,alias_ids,l1_id,l1_slug,l1_name,slug,full_name,short_name,display_group,url,listing_count,facet_value_count,seo_facet_pages,name_part_1,name_part_2,name_part_3
1,1,,1,antiek-en-kunst,Antiek en Kunst,antiek-en-kunst,Antiek en Kunst,,,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/,,0,0,Antiek en Kunst,,
2,2,,1,antiek-en-kunst,Antiek en Kunst,antiek-bestek,Antiek | Bestek,Bestek,Antiek | Eetgerei,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-bestek/,14313,0,0,Antiek,Bestek,
2,3,,1,antiek-en-kunst,Antiek en Kunst,antiek-boeken-en-bijbels,Antiek | Boeken en Bijbels,Boeken en Bijbels,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-boeken-en-bijbels/,14618,0,0,Antiek,Boeken en Bijbels,
2,1100,,1,antiek-en-kunst,Antiek en Kunst,antiek-emaille,Antiek | Emaille,Emaille,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-emaille/,9345,0,0,Antiek,Emaille,
2,1501,,1,antiek-en-kunst,Antiek en Kunst,antiek-gereedschap-en-instrumenten,Antiek | Gereedschap en Instrumenten,Gereedschap en Instrumenten,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-gereedschap-en-instrumenten/,10296,0,0,Antiek,Gereedschap en Instrumenten,
2,1648,,1,antiek-en-kunst,Antiek en Kunst,antiek-glas-en-kristal,Antiek | Glas en Kristal,Glas en Kristal,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-glas-en-kristal/,30396,0,0,Antiek,Glas en Kristal,
2,2614,,1,antiek-en-kunst,Antiek en Kunst,antiek-goud-en-zilver,Antiek | Goud en Zilver,Goud en Zilver,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-goud-en-zilver/,9335,0,0,Antiek,Goud en Zilver,
2,2661,,1,antiek-en-kunst,Antiek en Kunst,antiek-kandelaars,Antiek | Kandelaars,Kandelaars,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-kandelaars/,7673,0,0,Antiek,Kandelaars,
2,1841,,1,antiek-en-kunst,Antiek en Kunst,antiek-kantoor-en-zakelijk,Antiek | Kantoor en Zakelijk,Kantoor en Zakelijk,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-kantoor-en-zakelijk/,3274,0,0,Antiek,Kantoor en Zakelijk,
2,1502,,1,antiek-en-kunst,Antiek en Kunst,antiek-keramiek-en-aardewerk,Antiek | Keramiek en Aardewerk,Keramiek en Aardewerk,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-keramiek-en-aardewerk/,26878,0,0,Antiek,Keramiek en Aardewerk,
2,1842,,1,antiek-en-kunst,Antiek en Kunst,antiek-keukenbenodigdheden,Antiek | Keukenbenodigdheden,Keukenbenodigdheden,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-keukenbenodigdheden/,8451,0,0,Antiek,Keukenbenodigdheden,
2,2118,,1,antiek-en-kunst,Antiek en Kunst,antiek-kleden-en-textiel,Antiek | Kleden en Textiel,Kleden en Textiel,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-kleden-en-textiel/,4247,0,0,Antiek,Kleden en Textiel,
2,1503,,1,antiek-en-kunst,Antiek en Kunst,antiek-kleding-en-accessoires,Antiek | Kleding en Accessoires,Kleding en Accessoires,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-kleding-en-accessoires/,2581,0,0,Antiek,Kleding en Accessoires,
2,6,,1,antiek-en-kunst,Antiek en Kunst,antiek-klokken,Antiek | Klokken,Klokken,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-klokken/,14036,0,0,Antiek,Klokken,
2,1647,,1,antiek-en-kunst,Antiek en Kunst,antiek-koper-en-brons,Antiek | Koper en Brons,Koper en Brons,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-koper-en-brons/,14735,0,0,Antiek,Koper en Brons,
2,7,,1,antiek-en-kunst,Antiek en Kunst,antiek-lampen,Antiek | Lampen,Lampen,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-lampen/,17080,0,0,Antiek,Lampen,
2,1504,,1,antiek-en-kunst,Antiek en Kunst,antiek-meubels-bedden,Antiek | Meubels | Bedden,Bedden,Antiek | Meubels,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-meubels-bedden/,1154,0,0,Antiek,Meubels,Bedden
2,5,,1,antiek-en-kunst,Antiek en Kunst,antiek-meubels-kasten,Antiek | Meubels | Kasten,Kasten,Antiek | Meubels,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-meubels-kasten/,13305,0,0,Antiek,Meubels,Kasten
2,1505,,1,antiek-en-kunst,Antiek en Kunst,antiek-meubels-stoelen-en-banken,Antiek | Meubels | Stoelen en Banken,Stoelen en Banken,Antiek | Meubels,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-meubels-stoelen-en-banken/,19490,0,0,Antiek,Meubels,Stoelen en Banken
2,1506,,1,antiek-en-kunst,Antiek en Kunst,antiek-meubels-tafels,Antiek | Meubels | Tafels,Tafels,Antiek | Meubels,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-meubels-tafels/,10806,0,0,Antiek,Meubels,Tafels
2,1101,,1,antiek-en-kunst,Antiek en Kunst,antiek-naaimachines,Antiek | Naaimachines,Naaimachines,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-naaimachines/,2084,0,0,Antiek,Naaimachines,
2,9,,1,antiek-en-kunst,Antiek en Kunst,antiek-overige-antiek,Antiek | Overige Antiek,Overige Antiek,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-overige-antiek/,25106,0,0,Antiek,Overige Antiek,
2,10,,1,antiek-en-kunst,Antiek en Kunst,antiek-porselein,Antiek | Porselein,Porselein,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-porselein/,22759,0,0,Antiek,Porselein,
2,1102,,1,antiek-en-kunst,Antiek en Kunst,antiek-religie,Antiek | Religie,Religie,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-religie/,9692,0,0,Antiek,Religie,
2,1103,,1,antiek-en-kunst,Antiek en Kunst,antiek-schalen,Antiek | Schalen,Schalen,Antiek | Eetgerei,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-schalen/,11236,0,0,Antiek,Schalen,
2,2662,,1,antiek-en-kunst,Antiek en Kunst,antiek-schoolplaten,Antiek | Schoolplaten,Schoolplaten,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-schoolplaten/,3108,0,0,Antiek,Schoolplaten,
2,1843,,1,antiek-en-kunst,Antiek en Kunst,antiek-servies-compleet,Antiek | Servies compleet,Servies compleet,Antiek | Eetgerei,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-servies-compleet/,8262,0,0,Antiek,Servies compleet,
2,12,,1,antiek-en-kunst,Antiek en Kunst,antiek-servies-los,Antiek | Servies los,Servies los,Antiek | Eetgerei,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-servies-los/,21602,0,0,Antiek,Servies los,
2,1507,,1,antiek-en-kunst,Antiek en Kunst,antiek-speelgoed,Antiek | Speelgoed,Speelgoed,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-speelgoed/,12996,0,0,Antiek,Speelgoed,
2,2663,,1,antiek-en-kunst,Antiek en Kunst,antiek-spiegels,Antiek | Spiegels,Spiegels,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-spiegels/,6283,0,0,Antiek,Spiegels,
2,2664,,1,antiek-en-kunst,Antiek en Kunst,antiek-tin,Antiek | Tin,Tin,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-tin/,5299,0,0,Antiek,Tin,
2,11,,1,antiek-en-kunst,Antiek en Kunst,antiek-tv-s-en-audio,Antiek | Tv's en Audio,Tv's en Audio,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-tv-s-en-audio/,1820,0,0,Antiek,Tv's en Audio,
2,14,,1,antiek-en-kunst,Antiek en Kunst,antiek-vazen,Antiek | Vazen,Vazen,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-vazen/,27153,0,0,Antiek,Vazen,
2,1104,,1,antiek-en-kunst,Antiek en Kunst,antiek-wandborden-en-tegels,Antiek | Wandborden en Tegels,Wandborden en Tegels,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-wandborden-en-tegels/,16987,0,0,Antiek,Wandborden en Tegels,
2,1500,,1,antiek-en-kunst,Antiek en Kunst,antiek-woonaccessoires,Antiek | Woonaccessoires,Woonaccessoires,Antiek | Gebruiksvoorwerpen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/antiek-woonaccessoires/,23430,0,0,Antiek,Woonaccessoires,
2,15,,1,antiek-en-kunst,Antiek en Kunst,curiosa-en-brocante,Curiosa en Brocante,,Curiosa en Brocante,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/curiosa-en-brocante/,55303,0,0,Curiosa en Brocante,,
2,23,,1,antiek-en-kunst,Antiek en Kunst,kunst-beelden-en-houtsnijwerken,Kunst | Beelden en Houtsnijwerken,"Beelden, Houtsnijwerken",Kunst,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-beelden-en-houtsnijwerken/,19347,0,0,Kunst,Beelden en Houtsnijwerken,
2,1508,,1,antiek-en-kunst,Antiek en Kunst,kunst-designobjecten,Kunst | Designobjecten,Designobjecten,Kunst,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-designobjecten/,9856,47,47,Kunst,Designobjecten,
2,1105,,1,antiek-en-kunst,Antiek en Kunst,kunst-etsen-en-gravures,Kunst | Etsen en Gravures,Etsen en Gravures,Kunst,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-etsen-en-gravures/,15218,0,0,Kunst,Etsen en Gravures,
2,27,,1,antiek-en-kunst,Antiek en Kunst,kunst-litho-s-en-zeefdrukken,Kunst | Litho's en Zeefdrukken,Litho's en Zeefdrukken,Kunst,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-litho-s-en-zeefdrukken/,9232,28,28,Kunst,Litho's en Zeefdrukken,
2,1844,,1,antiek-en-kunst,Antiek en Kunst,kunst-niet-westerse-kunst,Kunst | Niet-Westerse kunst,Niet-Westerse kunst,Kunst,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-niet-westerse-kunst/,12437,56,56,Kunst,Niet-Westerse kunst,
2,24,,1,antiek-en-kunst,Antiek en Kunst,kunst-overige-kunst,Kunst | Overige Kunst,Overige Kunst,Kunst,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-overige-kunst/,3811,0,0,Kunst,Overige Kunst,
2,1846,,1,antiek-en-kunst,Antiek en Kunst,kunst-schilderijen-abstract,Kunst | Schilderijen | Abstract,Abstract,Kunst | Schilderijen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-schilderijen-abstract/,9815,0,0,Kunst,Schilderijen,Abstract
2,25,,1,antiek-en-kunst,Antiek en Kunst,kunst-schilderijen-klassiek,Kunst | Schilderijen | Klassiek,Klassiek,Kunst | Schilderijen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-schilderijen-klassiek/,29097,40,40,Kunst,Schilderijen,Klassiek
2,1845,,1,antiek-en-kunst,Antiek en Kunst,kunst-schilderijen-modern,Kunst | Schilderijen | Modern,Modern,Kunst | Schilderijen,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-schilderijen-modern/,17003,45,45,Kunst,Schilderijen,Modern
2,26,,1,antiek-en-kunst,Antiek en Kunst,kunst-tekeningen-en-foto-s,Kunst | Tekeningen en Foto's,Tekeningen en Foto's,Kunst,https://marketplace.apps-pilot.nl/l/antiek-en-kunst/kunst-tekeningen-en-foto-s/,9417,33,33,Kunst,Tekeningen en Foto's,
1,31,,31,audio-tv-en-foto,"Audio, Tv en Foto",audio-tv-en-foto,"Audio, Tv en Foto",,,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/,,0,0,"Audio, Tv en Foto",,
2,2035,,31,audio-tv-en-foto,"Audio, Tv en Foto",accu-s-en-batterijen,Accu's en Batterijen,,Accessoires,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/accu-s-en-batterijen/,2529,0,0,Accu's en Batterijen,,
2,2834,,31,audio-tv-en-foto,"Audio, Tv en Foto",actiecamera-s,Actiecamera's,,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/actiecamera-s/,2871,4,4,Actiecamera's,,
2,2617,,31,audio-tv-en-foto,"Audio, Tv en Foto",afstandsbedieningen,Afstandsbedieningen,,Accessoires,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/afstandsbedieningen/,14277,2,2,Afstandsbedieningen,,
2,1106,,31,audio-tv-en-foto,"Audio, Tv en Foto",audiokabels-en-televisiekabels,Audiokabels en Televisiekabels,,Accessoires,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/audiokabels-en-televisiekabels/,9606,9,9,Audiokabels en Televisiekabels,,
2,32,,31,audio-tv-en-foto,"Audio, Tv en Foto",bandrecorders,Bandrecorders,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/bandrecorders/,1505,0,0,Bandrecorders,,
2,3056,,31,audio-tv-en-foto,"Audio, Tv en Foto",beamer-accessoires,Beamer-accessoires,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/beamer-accessoires/,282,3,3,Beamer-accessoires,,
2,1132,,31,audio-tv-en-foto,"Audio, Tv en Foto",beamers,Beamers,Beamers en Projectie-apparatuur,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/beamers/,2454,0,0,Beamers,,
2,2665,,31,audio-tv-en-foto,"Audio, Tv en Foto",blu-ray-spelers,Blu-ray-spelers,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/blu-ray-spelers/,277,6,6,Blu-ray-spelers,,
2,33,,31,audio-tv-en-foto,"Audio, Tv en Foto",buizenversterkers,Buizenversterkers,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/buizenversterkers/,717,0,0,Buizenversterkers,,
2,2036,,31,audio-tv-en-foto,"Audio, Tv en Foto",cassettedecks,Cassettedecks,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/cassettedecks/,1251,8,8,Cassettedecks,,
2,35,,31,audio-tv-en-foto,"Audio, Tv en Foto",cd-spelers,Cd-spelers,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/cd-spelers/,1892,7,7,Cd-spelers,,
2,3052,,31,audio-tv-en-foto,"Audio, Tv en Foto",converters,Converters,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/converters/,1372,0,0,Converters,,
2,1722,,31,audio-tv-en-foto,"Audio, Tv en Foto",decoders-en-harddiskrecorders,Decoders en Harddiskrecorders,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/decoders-en-harddiskrecorders/,1448,2,2,Decoders en Harddiskrecorders,,
2,2666,,31,audio-tv-en-foto,"Audio, Tv en Foto",diaprojectors,Diaprojectors,,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/diaprojectors/,1419,0,0,Diaprojectors,,
2,3057,,31,audio-tv-en-foto,"Audio, Tv en Foto",drones,Drones,,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/drones/,3261,23,23,Drones,,
2,1114,,31,audio-tv-en-foto,"Audio, Tv en Foto",dvd-spelers,Dvd-spelers,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/dvd-spelers/,2144,10,10,Dvd-spelers,,
2,1115,,31,audio-tv-en-foto,"Audio, Tv en Foto",filmrollen,Filmrollen,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/filmrollen/,2345,0,0,Filmrollen,,
2,3059,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotoalbums-en-accessoires,Fotoalbums en Accessoires,,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotoalbums-en-accessoires/,1347,32,32,Fotoalbums en Accessoires,,
2,480,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotocamera-s-analoog,Fotocamera's Analoog,,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotocamera-s-analoog/,10996,15,15,Fotocamera's Analoog,,
2,487,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotocamera-s-digitaal,Fotocamera's Digitaal,,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotocamera-s-digitaal/,15421,47,47,Fotocamera's Digitaal,,
2,1360,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-accu-s-en-batterijen,Fotografie | Accu's en Batterijen,Accu's en Batterijen,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-accu-s-en-batterijen/,2591,23,23,Fotografie,Accu's en Batterijen,
2,2667,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-digitale-fotolijsten,Fotografie | Digitale fotolijsten,Digitale fotolijsten,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-digitale-fotolijsten/,425,3,3,Fotografie,Digitale fotolijsten,
2,488,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-doka-toebehoren,Fotografie | Doka Toebehoren,Doka Toebehoren,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-doka-toebehoren/,854,5,5,Fotografie,Doka Toebehoren,
2,1720,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-filters,Fotografie | Filters,Filters,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-filters/,3846,35,35,Fotografie,Filters,
2,489,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-flitsers,Fotografie | Flitsers,Flitsers,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-flitsers/,2970,35,35,Fotografie,Flitsers,
2,1483,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-fotolijsten,Fotografie | Fotolijsten,Fotolijsten,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-fotolijsten/,4096,31,31,Fotografie,Fotolijsten,
2,1721,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-fotopapier,Fotografie | Fotopapier,Fotopapier,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-fotopapier/,442,0,0,Fotografie,Fotopapier,
2,1400,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-fotostudio-en-toebehoren,Fotografie | Fotostudio en Toebehoren,Fotostudio en Toebehoren,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-fotostudio-en-toebehoren/,7247,26,26,Fotografie,Fotostudio en Toebehoren,
2,1484,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-fototassen,Fotografie | Fototassen,Fototassen,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-fototassen/,3862,36,36,Fotografie,Fototassen,
2,493,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-geheugenkaarten,Fotografie | Geheugenkaarten,Geheugenkaarten,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-geheugenkaarten/,1273,22,22,Fotografie,Geheugenkaarten,
2,495,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-lenzen-en-objectieven,Fotografie | Lenzen en Objectieven,Lenzen en Objectieven,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-lenzen-en-objectieven/,14377,34,34,Fotografie,Lenzen en Objectieven,
2,497,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-onderwatercamera-s,Fotografie | Onderwatercamera's,Onderwatercamera's,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-onderwatercamera-s/,275,16,16,Fotografie,Onderwatercamera's,
2,501,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-professionele-apparatuur,Fotografie | Professionele apparatuur,Professionele apparatuur,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-professionele-apparatuur/,2408,26,26,Fotografie,Professionele apparatuur,
2,500,,31,audio-tv-en-foto,"Audio, Tv en Foto",fotografie-statieven-en-balhoofden,Fotografie | Statieven en Balhoofden,Statieven en Balhoofden,Foto en Video,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/fotografie-statieven-en-balhoofden/,4609,17,17,Fotografie,Statieven en Balhoofden,
2,1116,,31,audio-tv-en-foto,"Audio, Tv en Foto",home-cinema-sets,Home Cinema-sets,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/home-cinema-sets/,3007,12,12,Home Cinema-sets,,
2,2833,,31,audio-tv-en-foto,"Audio, Tv en Foto",karaoke-apparatuur,Karaoke-apparatuur,,Overige,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/karaoke-apparatuur/,1242,0,0,Karaoke-apparatuur,,
2,37,,31,audio-tv-en-foto,"Audio, Tv en Foto",koptelefoons,Koptelefoons,,Portable Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/koptelefoons/,12735,63,63,Koptelefoons,,
2,38,767,31,audio-tv-en-foto,"Audio, Tv en Foto",luidsprekers,Luidsprekers,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/luidsprekers/,25633,40,40,Luidsprekers,,
2,2668,,31,audio-tv-en-foto,"Audio, Tv en Foto",mediaspelers,Mediaspelers,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/mediaspelers/,2571,0,0,Mediaspelers,,
2,1723,,31,audio-tv-en-foto,"Audio, Tv en Foto",mp3-spelers-accessoires-apple-ipod,Mp3-spelers | Accessoires | Apple iPod,Mp3-accessoires | iPod,Portable Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/mp3-spelers-accessoires-apple-ipod/,149,0,0,Mp3-spelers,Accessoires,Apple iPod
2,1452,,31,audio-tv-en-foto,"Audio, Tv en Foto",mp3-spelers-accessoires-overige-merken,Mp3-spelers | Accessoires | Overige merken,Mp3-accessoires | Overige,Portable Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/mp3-spelers-accessoires-overige-merken/,25,0,0,Mp3-spelers,Accessoires,Overige merken
2,40,,31,audio-tv-en-foto,"Audio, Tv en Foto",mp3-spelers-apple-ipod,Mp3-spelers | Apple iPod,Mp3-spelers | iPod,Portable Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/mp3-spelers-apple-ipod/,531,6,6,Mp3-spelers,Apple iPod,
2,1649,,31,audio-tv-en-foto,"Audio, Tv en Foto",mp3-spelers-overige-merken,Mp3-spelers | Overige merken,Mp3-spelers | Overige,Portable Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/mp3-spelers-overige-merken/,255,3,3,Mp3-spelers,Overige merken,
2,2615,,31,audio-tv-en-foto,"Audio, Tv en Foto",mp4-spelers,Mp4-spelers,,Portable Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/mp4-spelers/,50,1,1,Mp4-spelers,,
2,1724,,31,audio-tv-en-foto,"Audio, Tv en Foto",opladers,Opladers,,Accessoires,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/opladers/,1731,0,0,Opladers,,
2,496,,31,audio-tv-en-foto,"Audio, Tv en Foto",optische-apparatuur-microscopen,Optische apparatuur | Microscopen,Microscopen,Optische apparatuur,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/optische-apparatuur-microscopen/,797,3,3,Optische apparatuur,Microscopen,
2,502,,31,audio-tv-en-foto,"Audio, Tv en Foto",optische-apparatuur-telescopen,Optische apparatuur | Telescopen,Telescopen,Optische apparatuur,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/optische-apparatuur-telescopen/,777,3,3,Optische apparatuur,Telescopen,
2,503,,31,audio-tv-en-foto,"Audio, Tv en Foto",optische-apparatuur-verrekijkers,Optische apparatuur | Verrekijkers,Verrekijkers,Optische apparatuur,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/optische-apparatuur-verrekijkers/,2539,0,0,Optische apparatuur,Verrekijkers,
2,41,,31,audio-tv-en-foto,"Audio, Tv en Foto",overige-audio-tv-en-foto,"Overige Audio, Tv en Foto",,Overige,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/overige-audio-tv-en-foto/,4579,0,0,"Overige Audio, Tv en Foto",,
2,42,,31,audio-tv-en-foto,"Audio, Tv en Foto",platenspelers,Platenspelers,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/platenspelers/,6488,8,8,Platenspelers,,
2,1117,,31,audio-tv-en-foto,"Audio, Tv en Foto",professionele-audio-tv-en-video-apparatuur,"Professionele Audio-, Tv- en Video-apparatuur",,Overige,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/professionele-audio-tv-en-video-apparatuur/,3411,0,0,"Professionele Audio-, Tv- en Video-apparatuur",,
2,3055,,31,audio-tv-en-foto,"Audio, Tv en Foto",projectieschermen,Projectieschermen,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/projectieschermen/,404,2,2,Projectieschermen,,
2,43,,31,audio-tv-en-foto,"Audio, Tv en Foto",radio-s,Radio's,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/radio-s/,5845,0,0,Radio's,,
2,1118,,31,audio-tv-en-foto,"Audio, Tv en Foto",schotelantennes,Schotelantennes,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/schotelantennes/,1704,6,6,Schotelantennes,,
2,3053,,31,audio-tv-en-foto,"Audio, Tv en Foto",soundbars,Soundbars,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/soundbars/,3101,0,0,Soundbars,,
2,36,,31,audio-tv-en-foto,"Audio, Tv en Foto",stereo-sets,Stereo-sets,,Audio,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/stereo-sets/,4450,9,9,Stereo-sets,,
2,3058,,31,audio-tv-en-foto,"Audio, Tv en Foto",televisie-accessoires,Televisie-accessoires,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/televisie-accessoires/,2695,0,0,Televisie-accessoires,,
2,1453,,31,audio-tv-en-foto,"Audio, Tv en Foto",televisiebeugels,Televisiebeugels,,Film en Televisie,https://marketplace.apps-pilot.nl/l/audio-tv-en-foto/televisiebeugels/,3154,0,0,Televisiebeugels,,
